city,date,state,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
string,time,AC AL AM AP BA CE DF ES GO MA MG MS MT PA PB PE PI PR RJ RN RO RR RS SC SE SP TO,city state,continuous,continuous,continuous,False True,continuous,continuous,continuous,continuous,continuous
Vargem,2022-02-17,SC,city,859,4,613,True,2477,2432,4219150,35320.72368,0.0047
Vargem Bonita,2022-02-17,SC,city,1252,9,634,True,4492,4451,4219176,28128.51045,0.0072
Vargeão,2022-02-17,SC,city,375,9,600,True,3573,3571,4219101,10501.26015,0.0240
Vidal Ramos,2022-02-17,SC,city,1084,13,648,True,6338,6329,4219200,17127.50830,0.0120
Videira,2022-02-17,SC,city,16153,127,651,True,53065,53610,4219309,30130.57265,0.0079
Vitor Meireles,2022-02-17,SC,city,744,13,565,True,4979,4943,4219358,15051.58810,0.0175
Witmarsum,2022-02-17,SC,city,602,5,564,True,3965,3998,4219408,15057.52876,0.0083
Xanxerê,2022-02-17,SC,city,13165,195,621,True,50982,51642,4219507,25492.81593,0.0148
Xavantina,2022-02-17,SC,city,607,5,631,True,3933,3903,4219606,15552.13938,0.0082
Xaxim,2022-02-17,SC,city,7938,125,638,True,28706,28983,4219705,27388.46910,0.0157
Zortéa,2022-02-17,SC,city,1144,14,629,True,3363,3398,4219853,33666.86286,0.0122
Água Doce,2022-02-17,SC,city,1964,18,624,True,7145,7152,4200408,27460.85011,0.0092
Águas Frias,2022-02-17,SC,city,851,4,601,True,2366,2354,4200556,36151.23195,0.0047
Águas Mornas,2022-02-17,SC,city,1056,11,651,True,6469,6559,4200606,16100.01525,0.0104
Águas de Chapecó,2022-02-17,SC,city,1038,12,629,True,6486,6515,4200507,15932.46355,0.0116
,2022-03-25,TO,state,302502,4142,694,True,1572866,1590248,17,19022.31602,0.0137
Abreulândia,2021-12-08,TO,city,330,8,513,True,2579,2594,1700251,12721.66538,0.0242
Aguiarnópolis,2021-12-08,TO,city,720,14,516,True,6733,6892,1700301,10446.89495,0.0194
Aliança do Tocantins,2021-12-08,TO,city,853,24,512,True,5390,5346,1700350,15955.85484,0.0281
Almas,2021-12-08,TO,city,239,5,495,True,7055,6979,1700400,3424.55939,0.0209
Alvorada,2021-12-08,TO,city,1540,30,511,True,8412,8396,1700707,18342.06765,0.0195
Ananás,2021-12-08,TO,city,1773,28,516,True,9549,9492,1701002,18678.88748,0.0158
Angico,2021-12-08,TO,city,239,5,500,True,3433,3454,1701051,6919.51361,0.0209
Aparecida do Rio Negro,2021-12-08,TO,city,398,13,495,True,4795,4848,1701101,8209.57096,0.0327
Aragominas,2021-12-08,TO,city,578,11,504,True,5758,5731,1701309,10085.49991,0.0190
Araguacema,2021-12-08,TO,city,803,18,495,True,7086,7155,1701903,11222.92103,0.0224
Araguanã,2021-12-08,TO,city,592,16,496,True,5729,5793,1702158,10219.23011,0.0270
Araguatins,2021-12-08,TO,city,2756,74,517,True,35761,36170,1702208,7619.57423,0.0269
Araguaçu,2021-12-08,TO,city,979,22,502,True,8517,8467,1702000,11562.53691,0.0225
Araguaína,2021-12-08,TO,city,37979,550,552,True,180470,183381,1702109,20710.43347,0.0145
Arapoema,2021-12-08,TO,city,561,12,505,True,6643,6616,1702307,8479.44377,0.0214
Arraias,2021-12-08,TO,city,1171,13,495,True,10567,10534,1702406,11116.38504,0.0111
Augustinópolis,2021-12-08,TO,city,1996,32,521,True,18412,18643,1702554,10706.43137,0.0160
Aurora do Tocantins,2021-12-08,TO,city,387,7,510,True,3757,3783,1702703,10229.97621,0.0181
Axixá do Tocantins,2021-12-08,TO,city,1119,21,519,True,9756,9787,1702901,11433.53428,0.0188
Babaçulândia,2021-12-08,TO,city,886,8,502,True,10664,10666,1703008,8306.76917,0.0090
Bandeirantes do Tocantins,2021-12-08,TO,city,552,8,519,True,3553,3592,1703057,15367.48330,0.0145
Barra do Ouro,2021-12-08,TO,city,169,7,496,True,4591,4632,1703073,3648.53195,0.0414
Barrolândia,2021-12-08,TO,city,803,20,513,True,5632,5651,1703107,14209.87436,0.0249
Bernardo Sayão,2021-12-08,TO,city,653,13,495,True,4459,4448,1703206,14680.75540,0.0199
Bom Jesus do Tocantins,2021-12-08,TO,city,185,3,495,True,4894,5008,1703305,3694.08946,0.0162
Brasilândia do Tocantins,2021-12-08,TO,city,256,6,495,True,2201,2211,1703602,11578.47128,0.0234
Brejinho de Nazaré,2021-12-08,TO,city,703,17,495,True,5497,5519,1703701,12737.81482,0.0242
Buriti do Tocantins,2021-12-08,TO,city,1356,23,508,True,11348,11497,1703800,11794.38114,0.0170
Cachoeirinha,2021-12-08,TO,city,128,2,500,True,2275,2284,1703826,5604.20315,0.0156
Campos Lindos,2021-12-08,TO,city,456,6,499,True,10116,10312,1703842,4422.03258,0.0132
Cariri do Tocantins,2021-12-08,TO,city,924,18,537,True,4382,4441,1703867,20806.12475,0.0195
Carmolândia,2021-12-08,TO,city,278,6,495,True,2580,2603,1703883,10679.98463,0.0216
Carrasco Bonito,2021-12-08,TO,city,644,6,495,True,4095,4130,1703891,15593.22034,0.0093
Caseara,2021-12-08,TO,city,618,14,505,True,5369,5442,1703909,11356.11907,0.0227
Centenário,2021-12-08,TO,city,217,7,495,True,2905,2936,1704105,7391.00817,0.0323
Chapada da Natividade,2021-12-08,TO,city,193,2,495,True,3333,3331,1705102,5794.05584,0.0104
Chapada de Areia,2021-12-08,TO,city,185,3,495,True,1406,1410,1704600,13120.56738,0.0162
Colinas do Tocantins,2021-12-08,TO,city,8051,158,518,True,35424,35851,1705508,22456.83523,0.0196
Colméia,2021-12-08,TO,city,953,29,499,True,8205,8141,1716703,11706.17860,0.0304
Combinado,2021-12-08,TO,city,1044,16,495,True,4852,4861,1705557,21477.06233,0.0153
Conceição do Tocantins,2021-12-08,TO,city,437,12,495,True,4105,4087,1705607,10692.43944,0.0275
Couto Magalhães,2021-12-08,TO,city,612,8,523,True,5588,5639,1706001,10852.98812,0.0131
Cristalândia,2021-12-08,TO,city,593,17,511,True,7289,7278,1706100,8147.84281,0.0287
Crixás do Tocantins,2021-12-08,TO,city,183,0,498,True,1722,1735,1706258,10547.55043,0.0000
Darcinópolis,2021-12-08,TO,city,762,13,512,True,6097,6174,1706506,12342.07969,0.0171
Dianópolis,2021-12-08,TO,city,2121,41,544,True,22139,22424,1707009,9458.61577,0.0193
Divinópolis do Tocantins,2021-12-08,TO,city,912,11,497,True,6900,6943,1707108,13135.53219,0.0121
Dois Irmãos do Tocantins,2021-12-08,TO,city,832,20,495,True,7198,7185,1707207,11579.67989,0.0240
Dueré,2021-12-08,TO,city,445,10,509,True,4686,4686,1707306,9496.37217,0.0225
Esperantina,2021-12-08,TO,city,754,21,504,True,10996,11139,1707405,6769.00979,0.0279
Figueirópolis,2021-12-08,TO,city,955,20,511,True,5263,5243,1707652,18214.76254,0.0209
Filadélfia,2021-12-08,TO,city,706,13,513,True,8856,8874,1707702,7955.82601,0.0184
Formoso do Araguaia,2021-12-08,TO,city,3441,67,512,True,18440,18399,1708205,18702.10338,0.0195
Fátima,2021-12-08,TO,city,692,10,513,True,3835,3830,1707553,18067.88512,0.0145
Goianorte,2021-12-08,TO,city,395,7,495,True,5123,5130,1708304,7699.80507,0.0177
Goiatins,2021-12-08,TO,city,1142,17,509,True,13019,13095,1709005,8720.88583,0.0149
Guaraí,2021-12-08,TO,city,3443,80,522,True,25923,26165,1709302,13158.79992,0.0232
Gurupi,2021-12-08,TO,city,15364,280,540,True,86647,87545,1709500,17549.83152,0.0182
Ipueiras,2021-12-08,TO,city,181,4,497,True,2015,2052,1709807,8820.66277,0.0221
Itacajá,2021-12-08,TO,city,1013,16,495,True,7433,7452,1710508,13593.66613,0.0158
Itaguatins,2021-12-08,TO,city,686,17,505,True,5864,5832,1710706,11762.68861,0.0248
Itapiratins,2021-12-08,TO,city,490,8,495,True,3777,3795,1710904,12911.72596,0.0163
Itaporã do Tocantins,2021-12-08,TO,city,517,3,495,True,2427,2420,1711100,21363.63636,0.0058
Jaú do Tocantins,2021-12-08,TO,city,337,13,495,True,3849,3878,1711506,8690.04642,0.0386
Juarina,2021-12-08,TO,city,158,2,495,True,2193,2184,1711803,7234.43223,0.0127
Lagoa da Confusão,2021-12-08,TO,city,2477,27,495,True,13357,13676,1711902,18112.02106,0.0109
Lagoa do Tocantins,2021-12-08,TO,city,300,8,495,True,4316,4393,1711951,6829.04621,0.0267
Lajeado,2021-12-08,TO,city,198,5,498,True,3134,3167,1712009,6251.97348,0.0253
Lavandeira,2021-12-08,TO,city,180,0,495,True,1923,1954,1712157,9211.87308,0.0000
Lizarda,2021-12-08,TO,city,161,4,514,True,3740,3733,1712405,4312.88508,0.0248
Luzinópolis,2021-12-08,TO,city,226,2,496,True,3108,3154,1712454,7165.50412,0.0088
Marianópolis do Tocantins,2021-12-08,TO,city,434,13,508,True,5175,5254,1712504,8260.37305,0.0300
Mateiros,2021-12-08,TO,city,221,1,495,True,2684,2729,1712702,8098.20447,0.0045
Maurilândia do Tocantins,2021-12-08,TO,city,501,4,511,True,3426,3448,1712801,14530.16241,0.0080
Miracema do Tocantins,2021-12-08,TO,city,2215,54,515,True,18248,17936,1713205,12349.46476,0.0244
Miranorte,2021-12-08,TO,city,2671,59,515,True,13434,13493,1713304,19795.44949,0.0221
Monte Santo do Tocantins,2021-12-08,TO,city,181,6,495,True,2279,2295,1713700,7886.71024,0.0331
Monte do Carmo,2021-12-08,TO,city,671,12,495,True,7947,8066,1713601,8318.86933,0.0179
Muricilândia,2021-12-08,TO,city,571,2,495,True,3551,3587,1713957,15918.59493,0.0035
Natividade,2021-12-08,TO,city,1254,24,495,True,9244,9250,1714203,13556.75676,0.0191
Nazaré,2021-12-08,TO,city,560,7,497,True,3898,3834,1714302,14606.15545,0.0125
Nova Olinda,2021-12-08,TO,city,1194,50,519,True,11819,11917,1714880,10019.30016,0.0419
Nova Rosalândia,2021-12-08,TO,city,470,13,512,True,4260,4304,1715002,10920.07435,0.0277
Novo Acordo,2021-12-08,TO,city,459,7,513,True,4342,4397,1715101,10438.93564,0.0153
Novo Alegre,2021-12-08,TO,city,159,7,495,True,2332,2332,1715150,6818.18182,0.0440
Novo Jardim,2021-12-08,TO,city,284,3,495,True,2722,2745,1715259,10346.08379,0.0106
Oliveira de Fátima,2021-12-08,TO,city,162,1,504,True,1112,1118,1715507,14490.16100,0.0062
Palmas,2021-12-08,TO,city,54774,681,561,True,299127,306296,1721000,17882.70170,0.0124
Palmeirante,2021-12-08,TO,city,514,8,495,True,6026,6131,1715705,8383.62420,0.0156
Palmeiras do Tocantins,2021-12-08,TO,city,665,6,513,True,6658,6745,1713809,9859.15493,0.0090
Palmeirópolis,2021-12-08,TO,city,1428,29,497,True,7659,7676,1715754,18603.43929,0.0203
Paranã,2021-12-08,TO,city,726,13,495,True,10449,10437,1716208,6956.02185,0.0179
Paraíso do Tocantins,2021-12-08,TO,city,8560,188,537,True,51252,51891,1716109,16496.11686,0.0220
Pau D'Arco,2021-12-08,TO,city,426,8,495,True,4849,4867,1716307,8752.82515,0.0188
Pedro Afonso,2021-12-08,TO,city,2236,31,507,True,13578,13773,1716505,16234.66202,0.0139
Peixe,2021-12-08,TO,city,1075,22,497,True,11749,11873,1716604,9054.15649,0.0205
Pequizeiro,2021-12-08,TO,city,638,12,498,True,5477,5512,1716653,11574.74601,0.0188
Pindorama do Tocantins,2021-12-08,TO,city,379,6,495,True,4447,4430,1717008,8555.30474,0.0158
Piraquê,2021-12-08,TO,city,265,1,495,True,3028,3033,1717206,8737.22387,0.0038
Pium,2021-12-08,TO,city,559,8,495,True,7654,7743,1717503,7219.42400,0.0143
Ponte Alta do Bom Jesus,2021-12-08,TO,city,414,11,495,True,4596,4591,1717800,9017.64321,0.0266
Ponte Alta do Tocantins,2021-12-08,TO,city,1065,17,509,True,8039,8116,1717909,13122.22770,0.0160
Porto Alegre do Tocantins,2021-12-08,TO,city,205,2,495,True,3139,3170,1718006,6466.87697,0.0098
Porto Nacional,2021-12-08,TO,city,10431,212,520,True,53010,53316,1718204,19564.48346,0.0203
Praia Norte,2021-12-08,TO,city,364,9,507,True,8432,8498,1718303,4283.36079,0.0247
Presidente Kennedy,2021-12-08,TO,city,360,10,504,True,3684,3676,1718402,9793.25354,0.0278
Pugmil,2021-12-08,TO,city,286,5,510,True,2688,2717,1718451,10526.31579,0.0175
Recursolândia,2021-12-08,TO,city,320,7,495,True,4293,4342,1718501,7369.87563,0.0219
Riachinho,2021-12-08,TO,city,547,10,501,True,4645,4684,1718550,11678.05295,0.0183
Rio Sono,2021-12-08,TO,city,436,3,496,True,6478,6488,1718758,6720.09864,0.0069
Rio da Conceição,2021-12-08,TO,city,248,2,495,True,2130,2171,1718659,11423.30723,0.0081
Rio dos Bois,2021-12-08,TO,city,482,8,495,True,2834,2856,1718709,16876.75070,0.0166
Sampaio,2021-12-08,TO,city,681,10,514,True,4711,4794,1718808,14205.25657,0.0147
Sandolândia,2021-12-08,TO,city,432,9,495,True,3375,3373,1718840,12807.58968,0.0208
Santa Fé do Araguaia,2021-12-08,TO,city,849,13,502,True,7512,7595,1718865,11178.40685,0.0153
Santa Maria do Tocantins,2021-12-08,TO,city,521,3,495,True,3434,3486,1718881,14945.49627,0.0058
Santa Rita do Tocantins,2021-12-08,TO,city,339,2,495,True,2365,2386,1718899,14207.87930,0.0059
Santa Rosa do Tocantins,2021-12-08,TO,city,398,7,496,True,4829,4846,1718907,8212.95914,0.0176
Santa Tereza do Tocantins,2021-12-08,TO,city,293,7,496,True,2866,2897,1719004,10113.91094,0.0239
Santa Terezinha do Tocantins,2021-12-08,TO,city,216,5,495,True,2529,2530,1720002,8537.54941,0.0231
Silvanópolis,2021-12-08,TO,city,1089,24,509,True,5403,5428,1720655,20062.63817,0.0220
Sucupira,2021-12-08,TO,city,319,3,495,True,1966,1986,1720853,16062.43706,0.0094
São Bento do Tocantins,2021-12-08,TO,city,934,9,509,True,5324,5391,1720101,17325.17158,0.0096
São Félix do Tocantins,2021-12-08,TO,city,165,3,495,True,1585,1598,1720150,10325.40676,0.0182
São Miguel do Tocantins,2021-12-08,TO,city,722,17,521,True,12139,12294,1720200,5872.78347,0.0235
São Salvador do Tocantins,2021-12-08,TO,city,224,4,495,True,3082,3094,1720259,7239.81900,0.0179
São Sebastião do Tocantins,2021-12-08,TO,city,577,8,499,True,4805,4852,1720309,11892.00330,0.0139
São Valério,2021-12-08,TO,city,595,17,502,True,3960,3904,1720499,15240.77869,0.0286
Sítio Novo do Tocantins,2021-12-08,TO,city,738,10,525,True,9029,8997,1720804,8202.73424,0.0136
Tabocão,2021-12-08,TO,city,533,8,521,True,2589,2602,1708254,20484.24289,0.0150
Taguatinga,2021-12-08,TO,city,1557,31,495,True,16683,16825,1720903,9254.08618,0.0199
Taipas do Tocantins,2021-12-08,TO,city,205,0,495,True,2148,2166,1720937,9464.45060,0.0000
Talismã,2021-12-08,TO,city,372,2,495,True,2793,2812,1720978,13229.01849,0.0054
Tocantinópolis,2021-12-08,TO,city,2638,57,533,True,22870,22845,1721208,11547.38455,0.0216
Tocantínia,2021-12-08,TO,city,1013,13,499,True,7545,7617,1721109,13299.19916,0.0128
Tupirama,2021-12-08,TO,city,223,2,495,True,1891,1922,1721257,11602.49740,0.0090
Tupiratins,2021-12-08,TO,city,199,3,495,True,2671,2729,1721307,7292.04837,0.0151
Wanderlândia,2021-12-08,TO,city,1433,21,520,True,11683,11734,1722081,12212.37430,0.0147
Xambioá,2021-12-08,TO,city,2458,36,509,True,11540,11520,1722107,21336.80556,0.0146
,2022-03-27,RS,state,2263880,38985,732,True,11377239,11422973,43,19818.65842,0.0172
Aceguá,2022-03-24,RS,city,763,8,552,True,4901,4942,4300034,15439.09348,0.0105
Agudo,2022-03-24,RS,city,2992,36,600,True,16461,16401,4300109,18242.79007,0.0120
Ajuricaba,2022-03-24,RS,city,1791,36,646,True,7024,6987,4300208,25633.31902,0.0201
Alecrim,2022-03-24,RS,city,602,13,611,True,5950,5827,4300307,10331.21675,0.0216
Alegrete,2022-03-24,RS,city,15009,324,658,True,73589,73028,4300406,20552.39086,0.0216
Alegria,2022-03-24,RS,city,538,5,572,True,3464,3374,4300455,15945.46532,0.0093
Almirante Tamandaré do Sul,2022-03-24,RS,city,519,7,544,True,1964,1949,4300471,26629.04053,0.0135
Alpestre,2022-03-24,RS,city,1209,17,624,True,6258,6067,4300505,19927.47651,0.0141
Alto Alegre,2022-03-24,RS,city,395,2,526,True,1638,1613,4300554,24488.53069,0.0051
Alto Feliz,2022-03-24,RS,city,646,4,579,True,3028,3036,4300570,21277.99736,0.0062
Alvorada,2022-03-24,RS,city,30979,868,671,True,210305,211352,4300604,14657.53814,0.0280
Amaral Ferrador,2022-03-24,RS,city,526,12,521,True,7031,7085,4300638,7424.13550,0.0228
Ametista do Sul,2022-03-24,RS,city,1710,27,621,True,7409,7403,4300646,23098.74375,0.0158
André da Rocha,2022-03-24,RS,city,189,1,581,True,1333,1343,4300661,14072.97096,0.0053
Anta Gorda,2022-03-24,RS,city,973,8,666,True,5981,5961,4300703,16322.76464,0.0082
Antônio Prado,2022-03-24,RS,city,4377,35,623,True,13050,13045,4300802,33553.08547,0.0080
Arambaré,2022-03-24,RS,city,359,10,561,True,3581,3562,4300851,10078.60752,0.0279
Araricá,2022-03-24,RS,city,1618,29,597,True,5698,5771,4300877,28036.73540,0.0179
Aratiba,2022-03-24,RS,city,847,8,596,True,6235,6189,4300901,13685.57117,0.0094
Arroio Grande,2022-03-24,RS,city,2652,61,599,True,18293,18238,4301305,14541.06810,0.0230
Arroio do Meio,2022-03-24,RS,city,4916,56,640,True,20805,20967,4301008,23446.36810,0.0114
Arroio do Padre,2022-03-24,RS,city,394,4,515,True,2937,2951,4301073,13351.40630,0.0102
Arroio do Sal,2022-03-24,RS,city,2790,43,654,True,10065,10279,4301057,27142.71816,0.0154
Arroio do Tigre,2022-03-24,RS,city,2497,23,558,True,13373,13413,4301206,18616.26780,0.0092
Arroio dos Ratos,2022-03-24,RS,city,1913,49,651,True,14151,14177,4301107,13493.68696,0.0256
Arvorezinha,2022-03-24,RS,city,1549,31,634,True,10424,10423,4301404,14861.36429,0.0200
Augusto Pestana,2022-03-24,RS,city,1715,14,529,True,6661,6602,4301503,25976.97667,0.0082
Bagé,2022-03-24,RS,city,17597,326,671,True,121143,121335,4301602,14502.82276,0.0185
Balneário Pinhal,2022-03-24,RS,city,3378,62,601,True,14068,14363,4301636,23518.76349,0.0184
Barra Funda,2022-03-24,RS,city,945,14,579,True,2539,2551,4301958,37044.29635,0.0148
Barra do Guarita,2022-03-24,RS,city,131,8,566,True,3248,3257,4301859,4022.10623,0.0611
Barra do Quaraí,2022-03-24,RS,city,914,9,547,True,4215,4227,4301875,21622.90040,0.0098
Barra do Ribeiro,2022-03-24,RS,city,1724,57,616,True,13491,13556,4301909,12717.61582,0.0331
Barra do Rio Azul,2022-03-24,RS,city,207,1,569,True,1690,1655,4301925,12507.55287,0.0048
Barracão,2022-03-24,RS,city,836,18,593,True,5275,5256,4301800,15905.63166,0.0215
Barros Cassal,2022-03-24,RS,city,1478,15,627,True,11199,11182,4302006,13217.67126,0.0101
Barão,2022-03-24,RS,city,1163,14,596,True,6171,6202,4301651,18752.01548,0.0120
Barão de Cotegipe,2022-03-24,RS,city,1032,11,614,True,6623,6620,4301701,15589.12387,0.0107
Barão do Triunfo,2022-03-24,RS,city,711,9,565,True,7487,7519,4301750,9456.04469,0.0127
Benjamin Constant do Sul,2022-03-24,RS,city,203,3,609,True,1994,1958,4302055,10367.72217,0.0148
Bento Gonçalves,2022-03-24,RS,city,35052,446,670,True,120454,121803,4302105,28777.61631,0.0127
Boa Vista das Missões,2022-03-24,RS,city,388,7,609,True,2098,2092,4302154,18546.84512,0.0180
Boa Vista do Buricá,2022-03-24,RS,city,1637,13,543,True,6712,6712,4302204,24389.15375,0.0079
Boa Vista do Cadeado,2022-03-24,RS,city,361,5,549,True,2470,2468,4302220,14627.22853,0.0139
Boa Vista do Incra,2022-03-24,RS,city,639,5,553,True,2603,2616,4302238,24426.60550,0.0078
Boa Vista do Sul,2022-03-24,RS,city,543,5,629,True,2783,2778,4302253,19546.43629,0.0092
Bom Jesus,2022-03-24,RS,city,1725,26,620,True,11349,11309,4302303,15253.33805,0.0151
Bom Princípio,2022-03-24,RS,city,3432,34,623,True,14055,14255,4302352,24075.76289,0.0099
Bom Progresso,2022-03-24,RS,city,306,3,609,True,1942,1899,4302378,16113.74408,0.0098
Bom Retiro do Sul,2022-03-24,RS,city,2012,40,650,True,12328,12390,4302402,16238.90234,0.0199
Boqueirão do Leão,2022-03-24,RS,city,708,35,566,True,7714,7702,4302451,9192.41755,0.0494
Bossoroca,2022-03-24,RS,city,600,22,597,True,6279,6205,4302501,9669.62127,0.0367
Bozano,2022-03-24,RS,city,511,8,546,True,2123,2111,4302584,24206.53719,0.0157
Braga,2022-03-24,RS,city,682,10,606,True,3353,3311,4302600,20598.00664,0.0147
Brochier,2022-03-24,RS,city,1071,7,614,True,5074,5104,4302659,20983.54232,0.0065
Butiá,2022-03-24,RS,city,3026,64,619,True,20941,20952,4302709,14442.53532,0.0212
Cacequi,2022-03-24,RS,city,1387,16,577,True,12561,12423,4302907,11164.77501,0.0115
Cachoeira do Sul,2022-03-24,RS,city,17288,232,663,True,82201,81869,4303004,21116.66198,0.0134
Cachoeirinha,2022-03-24,RS,city,19891,529,659,True,130293,131240,4303103,15156.20238,0.0266
Cacique Doble,2022-03-24,RS,city,1142,14,601,True,5065,5074,4303202,22506.89791,0.0123
Caibaté,2022-03-24,RS,city,522,8,614,True,4846,4823,4303301,10823.13913,0.0153
Caiçara,2022-03-24,RS,city,1046,12,578,True,4743,4700,4303400,22255.31915,0.0115
Camaquã,2022-03-24,RS,city,8992,182,666,True,66261,66478,4303509,13526.27937,0.0202
Camargo,2022-03-24,RS,city,661,8,614,True,2733,2742,4303558,24106.49161,0.0121
Cambará do Sul,2022-03-24,RS,city,408,12,593,True,6431,6406,4303608,6369.02904,0.0294
Campestre da Serra,2022-03-24,RS,city,500,4,635,True,3388,3395,4303673,14727.54050,0.0080
Campina das Missões,2022-03-24,RS,city,1183,11,566,True,5474,5398,4303707,21915.52427,0.0093
Campinas do Sul,2022-03-24,RS,city,1345,7,637,True,5454,5438,4303806,24733.35785,0.0052
Campo Bom,2022-03-24,RS,city,16918,280,677,True,66712,69458,4303905,24357.16548,0.0166
Campo Novo,2022-03-24,RS,city,1221,23,607,True,4484,4376,4304002,27902.19378,0.0188
Campos Borges,2022-03-24,RS,city,886,13,558,True,3320,3295,4304101,26889.22610,0.0147
Candelária,2022-03-24,RS,city,5607,87,644,True,31365,31421,4304200,17844.75351,0.0155
Candiota,2022-03-24,RS,city,2433,18,632,True,9584,9647,4304358,25220.27573,0.0074
Canela,2022-03-24,RS,city,10200,206,605,True,44998,45488,4304408,22423.49631,0.0202
Canguçu,2022-03-24,RS,city,8123,122,662,True,56045,56211,4304507,14450.90819,0.0150
Canoas,2022-03-24,RS,city,66955,1790,669,True,346616,348208,4304606,19228.44966,0.0267
Canudos do Vale,2022-03-24,RS,city,238,6,627,True,1716,1705,4304614,13958.94428,0.0252
Capela de Santana,2022-03-24,RS,city,2007,32,600,True,11940,12064,4304689,16636.27321,0.0159
Capitão,2022-03-24,RS,city,688,3,618,True,2757,2763,4304697,24900.47050,0.0044
Capivari do Sul,2022-03-24,RS,city,1453,9,560,True,4660,4728,4304671,30731.81049,0.0062
Capão Bonito do Sul,2022-03-24,RS,city,528,6,545,True,1654,1641,4304622,32175.50274,0.0114
Capão da Canoa,2022-03-24,RS,city,16117,244,667,True,53049,54051,4304630,29818.13472,0.0151
Capão do Cipó,2022-03-24,RS,city,563,6,582,True,3651,3699,4304655,15220.32982,0.0107
Capão do Leão,2022-03-24,RS,city,4862,93,659,True,25354,25409,4304663,19134.95218,0.0191
Carazinho,2022-03-24,RS,city,16918,294,640,True,62110,62265,4304705,27170.96282,0.0174
Caraá,2022-03-24,RS,city,1269,28,592,True,8270,8350,4304713,15197.60479,0.0221
Carlos Barbosa,2022-03-24,RS,city,7233,61,669,True,29833,30241,4304804,23917.85986,0.0084
Carlos Gomes,2022-03-24,RS,city,197,1,555,True,1377,1351,4304853,14581.79127,0.0051
Casca,2022-03-24,RS,city,1911,22,614,True,9031,9051,4304903,21113.68910,0.0115
Caseiros,2022-03-24,RS,city,453,15,621,True,3202,3216,4304952,14085.82090,0.0331
Catuípe,2022-03-24,RS,city,1646,33,583,True,8774,8701,4305009,18917.36582,0.0200
Caxias do Sul,2022-03-24,RS,city,125208,1537,675,True,510906,517451,4305108,24197.07373,0.0123
Caçapava do Sul,2022-03-24,RS,city,6597,102,624,True,33624,33548,4302808,19664.36151,0.0155
Centenário,2022-03-24,RS,city,326,4,590,True,2891,2877,4305116,11331.24783,0.0123
Cerrito,2022-03-24,RS,city,797,14,583,True,6091,6047,4305124,13180.08930,0.0176
Cerro Branco,2022-03-24,RS,city,570,7,544,True,4691,4706,4305132,12112.19720,0.0123
Cerro Grande,2022-03-24,RS,city,421,7,564,True,2311,2296,4305157,18336.23693,0.0166
Cerro Grande do Sul,2022-03-24,RS,city,1228,26,665,True,12239,12413,4305173,9892.85427,0.0212
Cerro Largo,2022-03-24,RS,city,3455,29,581,True,14133,14189,4305207,24349.84847,0.0084
Chapada,2022-03-24,RS,city,2119,29,644,True,9269,9239,4305306,22935.38262,0.0137
Charqueadas,2022-03-24,RS,city,7443,116,669,True,40789,41258,4305355,18040.13767,0.0156
Charrua,2022-03-24,RS,city,517,12,571,True,3279,3252,4305371,15897.90898,0.0232
Chiapetta,2022-03-24,RS,city,868,20,594,True,3756,3719,4305405,23339.60742,0.0230
Chuvisca,2022-03-24,RS,city,733,5,575,True,5441,5480,4305447,13375.91241,0.0068
Chuí,2022-03-24,RS,city,936,5,572,True,6704,6770,4305439,13825.70162,0.0053
Cidreira,2022-03-24,RS,city,3856,83,650,True,16254,16583,4305454,23252.72870,0.0215
Ciríaco,2022-03-24,RS,city,1164,29,633,True,4747,4719,4305504,24666.24285,0.0249
Colinas,2022-03-24,RS,city,781,3,632,True,2438,2469,4305587,31632.23977,0.0038
Colorado,2022-03-24,RS,city,1038,15,604,True,3175,3130,4305603,33162.93930,0.0145
Condor,2022-03-24,RS,city,1970,7,618,True,6753,6759,4305702,29146.32342,0.0036
Constantina,2022-03-24,RS,city,1927,18,593,True,9911,9907,4305801,19450.89331,0.0093
Coqueiro Baixo,2022-03-24,RS,city,298,3,474,True,1501,1495,4305835,19933.11037,0.0101
Coqueiros do Sul,2022-03-24,RS,city,299,7,596,True,2306,2286,4305850,13079.61505,0.0234
Coronel Barros,2022-03-24,RS,city,871,5,575,True,2519,2520,4305871,34563.49206,0.0057
Coronel Bicaco,2022-03-24,RS,city,1314,40,633,True,7325,7268,4305900,18079.25151,0.0304
Coronel Pilar,2022-03-24,RS,city,279,6,587,True,1628,1614,4305934,17286.24535,0.0215
Cotiporã,2022-03-24,RS,city,1192,5,582,True,3853,3838,4305959,31057.84263,0.0042
Coxilha,2022-03-24,RS,city,544,12,621,True,2756,2743,4305975,19832.30040,0.0221
Crissiumal,2022-03-24,RS,city,2277,26,614,True,13448,13357,4306007,17047.24115,0.0114
Cristal,2022-03-24,RS,city,1495,26,554,True,8009,8067,4306056,18532.29205,0.0174
Cristal do Sul,2022-03-24,RS,city,651,2,583,True,2847,2844,4306072,22890.29536,0.0031
Cruz Alta,2022-03-24,RS,city,15832,251,633,True,60299,59922,4306106,26421.01398,0.0159
Cruzaltense,2022-03-24,RS,city,266,6,608,True,1833,1799,4306130,14785.99222,0.0226
